	worker_indices	worker_unique_ids	question_indices	ratings	guid	worker_group
2324	1	round1_batch0_worker1	323	2	1_0_t323	0
2325	1	round1_batch0_worker1	324	2	1_0_t324	0
2326	1	round1_batch0_worker1	325	2	1_0_t325	0
2327	1	round1_batch0_worker1	326	1	1_0_t326	0
2328	1	round1_batch0_worker1	327	0	1_0_t327	0
2329	1	round1_batch0_worker1	328	0	1_0_t328	0
2330	1	round1_batch0_worker1	329	1	1_0_t329	0
2331	1	round1_batch0_worker1	330	0	1_0_t330	0
2332	1	round1_batch0_worker1	331	2	1_0_t331	0
2333	1	round1_batch0_worker1	332	0	1_0_t332	0
2334	1	round1_batch0_worker1	333	1	1_0_t333	0
2335	1	round1_batch0_worker1	334	0	1_0_t334	0
2336	1	round1_batch0_worker1	335	0	1_0_t335	0
2337	1	round1_batch0_worker1	336	0	1_0_t336	0
2338	1	round1_batch0_worker1	337	0	1_0_t337	0
2339	1	round1_batch0_worker1	338	0	1_0_t338	0
2340	1	round1_batch0_worker1	339	0	1_0_t339	0
2341	1	round1_batch0_worker1	340	1	1_0_t340	0
2342	1	round1_batch0_worker1	341	0	1_0_t341	0
2343	1	round1_batch0_worker1	342	0	1_0_t342	0
2344	1	round1_batch0_worker1	343	0	1_0_t343	0
2345	1	round1_batch0_worker1	344	2	1_0_t344	0
2346	1	round1_batch0_worker1	345	1	1_0_t345	0
2347	1	round1_batch0_worker1	346	2	1_0_t346	0
2348	1	round1_batch0_worker1	347	1	1_0_t347	0
2349	1	round1_batch0_worker1	348	0	1_0_t348	0
2350	1	round1_batch0_worker1	349	0	1_0_t349	0
2351	1	round1_batch0_worker1	350	1	1_0_t350	0
2352	1	round1_batch0_worker1	351	1	1_0_t351	0
2353	1	round1_batch0_worker1	352	1	1_0_t352	0
2354	1	round1_batch0_worker1	353	0	1_0_t353	0
2355	1	round1_batch0_worker1	354	0	1_0_t354	0
2356	1	round1_batch0_worker1	355	1	1_0_t355	0
2357	1	round1_batch0_worker1	356	1	1_0_t356	0
2358	1	round1_batch0_worker1	357	2	1_0_t357	0
2359	1	round1_batch0_worker1	358	1	1_0_t358	0
2360	1	round1_batch0_worker1	359	1	1_0_t359	0
2361	1	round1_batch0_worker1	360	1	1_0_t360	0
2362	1	round1_batch0_worker1	361	1	1_0_t361	0
2363	1	round1_batch0_worker1	362	0	1_0_t362	0
2364	1	round1_batch0_worker1	363	0	1_0_t363	0
2365	1	round1_batch0_worker1	364	1	1_0_t364	0
2366	1	round1_batch0_worker1	365	0	1_0_t365	0
2367	1	round1_batch0_worker1	366	1	1_0_t366	0
2368	1	round1_batch0_worker1	367	1	1_0_t367	0
2369	1	round1_batch0_worker1	368	1	1_0_t368	0
2370	1	round1_batch0_worker1	369	2	1_0_t369	0
2371	1	round1_batch0_worker1	370	0	1_0_t370	0
2372	1	round1_batch0_worker1	371	0	1_0_t371	0
2373	1	round1_batch0_worker1	372	0	1_0_t372	0
2374	1	round1_batch0_worker1	373	1	1_0_t373	0
2375	1	round1_batch0_worker1	374	1	1_0_t374	0
2376	1	round1_batch0_worker1	375	0	1_0_t375	0
2377	1	round1_batch0_worker1	376	0	1_0_t376	0
2378	1	round1_batch0_worker1	377	0	1_0_t377	0
2379	1	round1_batch0_worker1	378	1	1_0_t378	0
2380	1	round1_batch0_worker1	379	0	1_0_t379	0
2381	1	round1_batch0_worker1	380	2	1_0_t380	0
2382	1	round1_batch0_worker1	381	1	1_0_t381	0
2383	1	round1_batch0_worker1	382	0	1_0_t382	0
2384	1	round1_batch0_worker1	383	2	1_0_t383	0
2385	1	round1_batch0_worker1	384	0	1_0_t384	0
2386	1	round1_batch0_worker1	385	0	1_0_t385	0
2387	1	round1_batch0_worker1	386	0	1_0_t386	0
2388	1	round1_batch0_worker1	387	1	1_0_t387	0
2389	1	round1_batch0_worker1	388	0	1_0_t388	0
2390	1	round1_batch0_worker1	389	2	1_0_t389	0
2391	1	round1_batch0_worker1	390	0	1_0_t390	0
2392	1	round1_batch0_worker1	391	0	1_0_t391	0
2393	1	round1_batch0_worker1	392	1	1_0_t392	0
2394	1	round1_batch0_worker1	393	0	1_0_t393	0
2395	1	round1_batch0_worker1	394	0	1_0_t394	0
2396	1	round1_batch0_worker1	395	2	1_0_t395	0
2397	1	round1_batch0_worker1	396	0	1_0_t396	0
2398	1	round1_batch0_worker1	397	0	1_0_t397	0
2399	1	round1_batch0_worker1	398	1	1_0_t398	0
2400	1	round1_batch0_worker1	399	0	1_0_t399	0
2401	1	round1_batch0_worker1	400	1	1_0_t400	0
2402	1	round1_batch0_worker1	401	0	1_0_t401	0
2403	1	round1_batch0_worker1	402	0	1_0_t402	0
2404	1	round1_batch0_worker1	403	0	1_0_t403	0
2405	1	round1_batch0_worker1	404	2	1_0_t404	0
2406	1	round1_batch0_worker1	405	2	1_0_t405	0
2407	1	round1_batch0_worker1	406	2	1_0_t406	0
2408	1	round1_batch0_worker1	407	0	1_0_t407	0
2409	1	round1_batch0_worker1	408	2	1_0_t408	0
2410	1	round1_batch0_worker1	409	0	1_0_t409	0
2411	1	round1_batch0_worker1	410	0	1_0_t410	0
2412	1	round1_batch0_worker1	411	0	1_0_t411	0
2413	1	round1_batch0_worker1	412	0	1_0_t412	0
2414	1	round1_batch0_worker1	413	0	1_0_t413	0
2415	1	round1_batch0_worker1	414	1	1_0_t414	0
2416	1	round1_batch0_worker1	415	1	1_0_t415	0
2417	1	round1_batch0_worker1	416	0	1_0_t416	0
2418	1	round1_batch0_worker1	417	0	1_0_t417	0
2419	1	round1_batch0_worker1	418	0	1_0_t418	0
2420	1	round1_batch0_worker1	419	0	1_0_t419	0
2421	1	round1_batch0_worker1	420	2	1_0_t420	0
2422	1	round1_batch0_worker1	421	0	1_0_t421	0
2423	1	round1_batch0_worker1	422	1	1_0_t422	0
2424	1	round1_batch0_worker1	423	0	1_0_t423	0
2425	1	round1_batch0_worker1	424	0	1_0_t424	0
2426	1	round1_batch0_worker1	425	0	1_0_t425	0
2427	1	round1_batch0_worker1	426	1	1_0_t426	0
2428	1	round1_batch0_worker1	427	0	1_0_t427	0
2429	1	round1_batch0_worker1	428	0	1_0_t428	0
2430	1	round1_batch0_worker1	429	0	1_0_t429	0
2431	1	round1_batch0_worker1	430	0	1_0_t430	0
2432	1	round1_batch0_worker1	431	1	1_0_t431	0
2433	1	round1_batch0_worker1	432	0	1_0_t432	0
2434	1	round1_batch0_worker1	433	0	1_0_t433	0
2435	1	round1_batch0_worker1	434	1	1_0_t434	0
2436	1	round1_batch0_worker1	435	2	1_0_t435	0
2437	1	round1_batch0_worker1	436	1	1_0_t436	0
2438	1	round1_batch0_worker1	437	2	1_0_t437	0
2439	1	round1_batch0_worker1	438	1	1_0_t438	0
2440	1	round1_batch0_worker1	439	1	1_0_t439	0
2441	1	round1_batch0_worker1	440	0	1_0_t440	0
2442	1	round1_batch0_worker1	441	1	1_0_t441	0
2443	1	round1_batch0_worker1	442	0	1_0_t442	0
2444	1	round1_batch0_worker1	443	0	1_0_t443	0
2445	1	round1_batch0_worker1	444	0	1_0_t444	0
2446	1	round1_batch0_worker1	445	1	1_0_t445	0
2447	1	round1_batch0_worker1	446	0	1_0_t446	0
2448	1	round1_batch0_worker1	447	2	1_0_t447	0
2449	1	round1_batch0_worker1	448	0	1_0_t448	0
2450	1	round1_batch0_worker1	449	0	1_0_t449	0
2451	1	round1_batch0_worker1	450	0	1_0_t450	0
2452	1	round1_batch0_worker1	451	1	1_0_t451	0
2453	1	round1_batch0_worker1	452	0	1_0_t452	0
2454	1	round1_batch0_worker1	453	0	1_0_t453	0
2455	1	round1_batch0_worker1	454	0	1_0_t454	0
2456	1	round1_batch0_worker1	455	0	1_0_t455	0
2457	1	round1_batch0_worker1	456	0	1_0_t456	0
2458	1	round1_batch0_worker1	457	0	1_0_t457	0
2459	1	round1_batch0_worker1	458	0	1_0_t458	0
2460	1	round1_batch0_worker1	459	2	1_0_t459	0
2461	1	round1_batch0_worker1	460	2	1_0_t460	0
2462	1	round1_batch0_worker1	461	0	1_0_t461	0
2463	1	round1_batch0_worker1	462	0	1_0_t462	0
2464	1	round1_batch0_worker1	463	0	1_0_t463	0
2465	1	round1_batch0_worker1	464	0	1_0_t464	0
2466	1	round1_batch0_worker1	465	0	1_0_t465	0
2467	1	round1_batch0_worker1	466	1	1_0_t466	0
2468	1	round1_batch0_worker1	467	0	1_0_t467	0
2469	1	round1_batch0_worker1	468	1	1_0_t468	0
2470	1	round1_batch0_worker1	469	0	1_0_t469	0
2471	1	round1_batch0_worker1	470	2	1_0_t470	0
2472	1	round1_batch0_worker1	471	2	1_0_t471	0
2473	1	round1_batch0_worker1	472	0	1_0_t472	0
2474	1	round1_batch0_worker1	473	1	1_0_t473	0
2475	1	round1_batch0_worker1	474	0	1_0_t474	0
2476	1	round1_batch0_worker1	475	1	1_0_t475	0
2477	1	round1_batch0_worker1	476	1	1_0_t476	0
2478	1	round1_batch0_worker1	477	0	1_0_t477	0
2479	1	round1_batch0_worker1	478	0	1_0_t478	0
2480	1	round1_batch0_worker1	479	0	1_0_t479	0
2481	1	round1_batch0_worker1	480	0	1_0_t480	0
2482	1	round1_batch0_worker1	481	0	1_0_t481	0
2483	1	round1_batch0_worker1	482	0	1_0_t482	0
2484	1	round1_batch0_worker1	483	1	1_0_t483	0
2485	1	round1_batch0_worker1	484	0	1_0_t484	0
2486	1	round1_batch0_worker1	485	0	1_0_t485	0
2487	1	round1_batch0_worker1	486	0	1_0_t486	0
2488	1	round1_batch0_worker1	487	0	1_0_t487	0
2489	1	round1_batch0_worker1	488	1	1_0_t488	0
2490	1	round1_batch0_worker1	489	1	1_0_t489	0
2491	1	round1_batch0_worker1	490	1	1_0_t490	0
2492	1	round1_batch0_worker1	491	0	1_0_t491	0
2493	1	round1_batch0_worker1	492	0	1_0_t492	0
2494	1	round1_batch0_worker1	493	2	1_0_t493	0
2495	1	round1_batch0_worker1	494	0	1_0_t494	0
2496	1	round1_batch0_worker1	495	0	1_0_t495	0
2497	1	round1_batch0_worker1	496	1	1_0_t496	0
2498	1	round1_batch0_worker1	497	0	1_0_t497	0
2499	1	round1_batch0_worker1	498	0	1_0_t498	0
2500	1	round1_batch0_worker1	499	2	1_0_t499	0
2501	1	round1_batch0_worker1	500	0	1_0_t500	0
2502	1	round1_batch0_worker1	501	1	1_0_t501	0
2503	1	round1_batch0_worker1	502	1	1_0_t502	0
2504	1	round1_batch0_worker1	503	1	1_0_t503	0
2505	1	round1_batch0_worker1	504	0	1_0_t504	0
2506	1	round1_batch0_worker1	505	0	1_0_t505	0
2507	1	round1_batch0_worker1	506	0	1_0_t506	0
2508	1	round1_batch0_worker1	507	0	1_0_t507	0
2509	1	round1_batch0_worker1	508	0	1_0_t508	0
2510	1	round1_batch0_worker1	509	0	1_0_t509	0
2511	1	round1_batch0_worker1	510	0	1_0_t510	0
2512	1	round1_batch0_worker1	511	1	1_0_t511	0
2513	1	round1_batch0_worker1	512	0	1_0_t512	0
2514	1	round1_batch0_worker1	513	1	1_0_t513	0
2515	1	round1_batch0_worker1	514	2	1_0_t514	0
2516	1	round1_batch0_worker1	515	0	1_0_t515	0
2517	1	round1_batch0_worker1	516	0	1_0_t516	0
2518	1	round1_batch0_worker1	517	0	1_0_t517	0
2519	1	round1_batch0_worker1	518	0	1_0_t518	0
2520	1	round1_batch0_worker1	519	0	1_0_t519	0
2521	1	round1_batch0_worker1	520	1	1_0_t520	0
2522	1	round1_batch0_worker1	521	0	1_0_t521	0
2523	1	round1_batch0_worker1	522	0	1_0_t522	0
2524	1	round1_batch0_worker1	523	0	1_0_t523	0
2525	1	round1_batch0_worker1	524	0	1_0_t524	0
2526	1	round1_batch0_worker1	525	0	1_0_t525	0
2527	1	round1_batch0_worker1	526	0	1_0_t526	0
2528	1	round1_batch0_worker1	527	2	1_0_t527	0
2529	1	round1_batch0_worker1	528	1	1_0_t528	0
2530	1	round1_batch0_worker1	529	0	1_0_t529	0
2531	1	round1_batch0_worker1	530	0	1_0_t530	0
2532	1	round1_batch0_worker1	531	0	1_0_t531	0
2533	1	round1_batch0_worker1	532	0	1_0_t532	0
2534	1	round1_batch0_worker1	533	1	1_0_t533	0
2535	1	round1_batch0_worker1	534	0	1_0_t534	0
2536	1	round1_batch0_worker1	535	1	1_0_t535	0
2537	1	round1_batch0_worker1	536	0	1_0_t536	0
2538	1	round1_batch0_worker1	537	0	1_0_t537	0
2539	1	round1_batch0_worker1	538	0	1_0_t538	0
2540	1	round1_batch0_worker1	539	1	1_0_t539	0
2541	1	round1_batch0_worker1	540	0	1_0_t540	0
2542	1	round1_batch0_worker1	541	0	1_0_t541	0
2543	1	round1_batch0_worker1	542	0	1_0_t542	0
2544	1	round1_batch0_worker1	543	0	1_0_t543	0
2545	1	round1_batch0_worker1	544	0	1_0_t544	0
2546	1	round1_batch0_worker1	545	0	1_0_t545	0
2547	1	round1_batch0_worker1	546	0	1_0_t546	0
2548	1	round1_batch0_worker1	547	0	1_0_t547	0
2549	1	round1_batch0_worker1	548	0	1_0_t548	0
2550	1	round1_batch0_worker1	549	0	1_0_t549	0
2551	1	round1_batch0_worker1	550	0	1_0_t550	0
2552	1	round1_batch0_worker1	551	1	1_0_t551	0
2553	1	round1_batch0_worker1	552	0	1_0_t552	0
2554	1	round1_batch0_worker1	553	0	1_0_t553	0
2555	1	round1_batch0_worker1	554	0	1_0_t554	0
2556	1	round1_batch0_worker1	555	1	1_0_t555	0
2557	1	round1_batch0_worker1	556	0	1_0_t556	0
2558	1	round1_batch0_worker1	557	1	1_0_t557	0
2559	1	round1_batch0_worker1	558	1	1_0_t558	0
2560	1	round1_batch0_worker1	559	1	1_0_t559	0
2561	1	round1_batch0_worker1	560	0	1_0_t560	0
2562	1	round1_batch0_worker1	561	0	1_0_t561	0
2563	1	round1_batch0_worker1	562	0	1_0_t562	0
2564	1	round1_batch0_worker1	563	0	1_0_t563	0
2565	1	round1_batch0_worker1	564	1	1_0_t564	0
2566	1	round1_batch0_worker1	565	0	1_0_t565	0
2567	1	round1_batch0_worker1	566	0	1_0_t566	0
2568	1	round1_batch0_worker1	567	2	1_0_t567	0
2569	1	round1_batch0_worker1	568	1	1_0_t568	0
2570	1	round1_batch0_worker1	569	0	1_0_t569	0
2571	1	round1_batch0_worker1	570	0	1_0_t570	0
2572	1	round1_batch0_worker1	571	0	1_0_t571	0
2573	1	round1_batch0_worker1	572	2	1_0_t572	0
2574	1	round1_batch0_worker1	573	1	1_0_t573	0
2575	1	round1_batch0_worker1	574	0	1_0_t574	0
2576	1	round1_batch0_worker1	575	2	1_0_t575	0
2577	1	round1_batch0_worker1	576	0	1_0_t576	0
2578	1	round1_batch0_worker1	577	2	1_0_t577	0
2579	1	round1_batch0_worker1	578	1	1_0_t578	0
2580	1	round1_batch0_worker1	579	2	1_0_t579	0
2581	1	round1_batch0_worker1	580	1	1_0_t580	0
2582	1	round1_batch0_worker1	581	0	1_0_t581	0
2583	1	round1_batch0_worker1	582	1	1_0_t582	0
2584	1	round1_batch0_worker1	583	1	1_0_t583	0
2585	1	round1_batch0_worker1	584	0	1_0_t584	0
2586	1	round1_batch0_worker1	585	0	1_0_t585	0
2587	1	round1_batch0_worker1	586	2	1_0_t586	0
2588	1	round1_batch0_worker1	587	1	1_0_t587	0
2589	1	round1_batch0_worker1	588	0	1_0_t588	0
2590	1	round1_batch0_worker1	589	0	1_0_t589	0
2591	1	round1_batch0_worker1	590	1	1_0_t590	0
2592	1	round1_batch0_worker1	591	2	1_0_t591	0
2593	1	round1_batch0_worker1	592	1	1_0_t592	0
2594	1	round1_batch0_worker1	593	0	1_0_t593	0
2595	1	round1_batch0_worker1	594	0	1_0_t594	0
2596	1	round1_batch0_worker1	595	1	1_0_t595	0
2597	1	round1_batch0_worker1	596	1	1_0_t596	0
2598	1	round1_batch0_worker1	597	0	1_0_t597	0
2599	1	round1_batch0_worker1	598	1	1_0_t598	0
2600	1	round1_batch0_worker1	599	1	1_0_t599	0
2601	1	round1_batch0_worker1	600	0	1_0_t600	0
2602	1	round1_batch0_worker1	601	0	1_0_t601	0
2603	1	round1_batch0_worker1	602	1	1_0_t602	0
2604	1	round1_batch0_worker1	603	0	1_0_t603	0
2605	1	round1_batch0_worker1	604	0	1_0_t604	0
2606	1	round1_batch0_worker1	605	2	1_0_t605	0
2607	1	round1_batch0_worker1	606	0	1_0_t606	0
2608	1	round1_batch0_worker1	607	0	1_0_t607	0
2609	1	round1_batch0_worker1	608	0	1_0_t608	0
2610	1	round1_batch0_worker1	609	1	1_0_t609	0
2611	1	round1_batch0_worker1	610	2	1_0_t610	0
2612	1	round1_batch0_worker1	611	0	1_0_t611	0
2613	1	round1_batch0_worker1	612	0	1_0_t612	0
2614	1	round1_batch0_worker1	613	0	1_0_t613	0
2615	1	round1_batch0_worker1	614	1	1_0_t614	0
2616	1	round1_batch0_worker1	615	2	1_0_t615	0
2617	1	round1_batch0_worker1	616	0	1_0_t616	0
2618	1	round1_batch0_worker1	617	0	1_0_t617	0
2619	1	round1_batch0_worker1	618	0	1_0_t618	0
2620	1	round1_batch0_worker1	619	0	1_0_t619	0
2621	1	round1_batch0_worker1	620	0	1_0_t620	0
2622	1	round1_batch0_worker1	621	0	1_0_t621	0
2623	1	round1_batch0_worker1	622	0	1_0_t622	0
2624	1	round1_batch0_worker1	623	0	1_0_t623	0
2625	1	round1_batch0_worker1	624	1	1_0_t624	0
2626	1	round1_batch0_worker1	625	1	1_0_t625	0
2627	1	round1_batch0_worker1	626	0	1_0_t626	0
2628	1	round1_batch0_worker1	627	2	1_0_t627	0
2629	1	round1_batch0_worker1	628	0	1_0_t628	0
2630	1	round1_batch0_worker1	629	0	1_0_t629	0
2631	1	round1_batch0_worker1	630	0	1_0_t630	0
2632	1	round1_batch0_worker1	631	0	1_0_t631	0
2633	1	round1_batch0_worker1	632	0	1_0_t632	0
2634	1	round1_batch0_worker1	633	0	1_0_t633	0
2635	1	round1_batch0_worker1	634	0	1_0_t634	0
2636	1	round1_batch0_worker1	635	1	1_0_t635	0
2637	1	round1_batch0_worker1	636	0	1_0_t636	0
2638	1	round1_batch0_worker1	637	1	1_0_t637	0
2639	1	round1_batch0_worker1	638	1	1_0_t638	0
2640	1	round1_batch0_worker1	639	0	1_0_t639	0
2641	1	round1_batch0_worker1	640	0	1_0_t640	0
2642	1	round1_batch0_worker1	641	0	1_0_t641	0
2643	1	round1_batch0_worker1	642	0	1_0_t642	0
2644	1	round1_batch0_worker1	643	0	1_0_t643	0
2645	1	round1_batch0_worker1	644	0	1_0_t644	0
2646	1	round1_batch0_worker1	645	0	1_0_t645	0
2647	1	round1_batch0_worker1	646	0	1_0_t646	0
2648	1	round1_batch0_worker1	647	0	1_0_t647	0
2649	1	round1_batch0_worker1	648	2	1_0_t648	0
2650	1	round1_batch0_worker1	649	2	1_0_t649	0
2651	1	round1_batch0_worker1	650	0	1_0_t650	0
2652	1	round1_batch0_worker1	651	2	1_0_t651	0
2653	1	round1_batch0_worker1	652	0	1_0_t652	0
2654	1	round1_batch0_worker1	653	2	1_0_t653	0
2655	1	round1_batch0_worker1	654	1	1_0_t654	0
2656	1	round1_batch0_worker1	655	2	1_0_t655	0
2657	1	round1_batch0_worker1	656	0	1_0_t656	0
2658	1	round1_batch0_worker1	657	0	1_0_t657	0
2659	1	round1_batch0_worker1	658	0	1_0_t658	0
2660	1	round1_batch0_worker1	659	0	1_0_t659	0
2661	1	round1_batch0_worker1	660	0	1_0_t660	0
2662	1	round1_batch0_worker1	661	0	1_0_t661	0
2663	1	round1_batch0_worker1	662	0	1_0_t662	0
2664	1	round1_batch0_worker1	663	0	1_0_t663	0
2665	1	round1_batch0_worker1	664	0	1_0_t664	0
2666	1	round1_batch0_worker1	665	2	1_0_t665	0
2667	1	round1_batch0_worker1	666	0	1_0_t666	0
2668	1	round1_batch0_worker1	667	0	1_0_t667	0
2669	1	round1_batch0_worker1	668	0	1_0_t668	0
2670	1	round1_batch0_worker1	669	0	1_0_t669	0
2671	1	round1_batch0_worker1	670	1	1_0_t670	0
2672	1	round1_batch0_worker1	671	0	1_0_t671	0
2673	1	round1_batch0_worker1	672	0	1_0_t672	0
2674	1	round1_batch0_worker1	673	0	1_0_t673	0
2675	1	round1_batch0_worker1	674	0	1_0_t674	0
2676	1	round1_batch0_worker1	675	2	1_0_t675	0
2677	1	round1_batch0_worker1	676	1	1_0_t676	0
2678	1	round1_batch0_worker1	677	0	1_0_t677	0
2679	1	round1_batch0_worker1	678	0	1_0_t678	0
2680	1	round1_batch0_worker1	679	0	1_0_t679	0
2681	1	round1_batch0_worker1	680	0	1_0_t680	0
2682	1	round1_batch0_worker1	681	0	1_0_t681	0
2683	1	round1_batch0_worker1	682	0	1_0_t682	0
2684	1	round1_batch0_worker1	683	1	1_0_t683	0
2685	1	round1_batch0_worker1	684	2	1_0_t684	0
2686	1	round1_batch0_worker1	685	1	1_0_t685	0
2687	1	round1_batch0_worker1	686	0	1_0_t686	0
2688	1	round1_batch0_worker1	687	2	1_0_t687	0
2689	1	round1_batch0_worker1	688	0	1_0_t688	0
2690	1	round1_batch0_worker1	689	0	1_0_t689	0
2691	1	round1_batch0_worker1	690	0	1_0_t690	0
2692	1	round1_batch0_worker1	691	1	1_0_t691	0
2693	1	round1_batch0_worker1	692	0	1_0_t692	0
2694	1	round1_batch0_worker1	693	0	1_0_t693	0
2695	1	round1_batch0_worker1	694	0	1_0_t694	0
2696	1	round1_batch0_worker1	695	0	1_0_t695	0
2697	1	round1_batch0_worker1	696	2	1_0_t696	0
2698	1	round1_batch0_worker1	697	0	1_0_t697	0
2699	1	round1_batch0_worker1	698	0	1_0_t698	0
2700	1	round1_batch0_worker1	699	1	1_0_t699	0
2701	1	round1_batch0_worker1	700	0	1_0_t700	0
2702	1	round1_batch0_worker1	701	0	1_0_t701	0
2703	1	round1_batch0_worker1	702	2	1_0_t702	0
2704	1	round1_batch0_worker1	703	0	1_0_t703	0
2705	1	round1_batch0_worker1	704	0	1_0_t704	0
2706	1	round1_batch0_worker1	705	0	1_0_t705	0
2707	1	round1_batch0_worker1	706	2	1_0_t706	0
2708	1	round1_batch0_worker1	707	0	1_0_t707	0
2709	1	round1_batch0_worker1	708	0	1_0_t708	0
2710	1	round1_batch0_worker1	709	2	1_0_t709	0
2711	1	round1_batch0_worker1	710	2	1_0_t710	0
2712	1	round1_batch0_worker1	711	0	1_0_t711	0
2713	1	round1_batch0_worker1	712	0	1_0_t712	0
2714	1	round1_batch0_worker1	713	0	1_0_t713	0
2715	1	round1_batch0_worker1	714	0	1_0_t714	0
2716	1	round1_batch0_worker1	715	0	1_0_t715	0
2717	1	round1_batch0_worker1	716	2	1_0_t716	0
2718	1	round1_batch0_worker1	717	1	1_0_t717	0
2719	1	round1_batch0_worker1	718	1	1_0_t718	0
2720	1	round1_batch0_worker1	719	0	1_0_t719	0
2721	1	round1_batch0_worker1	720	1	1_0_t720	0
2722	1	round1_batch0_worker1	721	0	1_0_t721	0
2723	1	round1_batch0_worker1	722	0	1_0_t722	0
2724	1	round1_batch0_worker1	723	0	1_0_t723	0
2725	1	round1_batch0_worker1	724	1	1_0_t724	0
2726	1	round1_batch0_worker1	725	0	1_0_t725	0
2727	1	round1_batch0_worker1	726	0	1_0_t726	0
2728	1	round1_batch0_worker1	727	0	1_0_t727	0
2729	1	round1_batch0_worker1	728	0	1_0_t728	0
2730	1	round1_batch0_worker1	729	0	1_0_t729	0
2731	1	round1_batch0_worker1	730	2	1_0_t730	0
2732	1	round1_batch0_worker1	731	0	1_0_t731	0
2733	1	round1_batch0_worker1	732	0	1_0_t732	0
2734	1	round1_batch0_worker1	733	0	1_0_t733	0
2735	1	round1_batch0_worker1	734	0	1_0_t734	0
2736	1	round1_batch0_worker1	735	0	1_0_t735	0
2737	1	round1_batch0_worker1	736	1	1_0_t736	0
2738	1	round1_batch0_worker1	737	0	1_0_t737	0
2739	1	round1_batch0_worker1	738	0	1_0_t738	0
2740	1	round1_batch0_worker1	739	0	1_0_t739	0
2741	1	round1_batch0_worker1	740	0	1_0_t740	0
2742	1	round1_batch0_worker1	741	0	1_0_t741	0
2743	1	round1_batch0_worker1	742	0	1_0_t742	0
2744	1	round1_batch0_worker1	743	1	1_0_t743	0
2745	1	round1_batch0_worker1	744	1	1_0_t744	0
2746	1	round1_batch0_worker1	745	0	1_0_t745	0
2747	1	round1_batch0_worker1	746	2	1_0_t746	0
2748	1	round1_batch0_worker1	747	0	1_0_t747	0
2749	1	round1_batch0_worker1	748	0	1_0_t748	0
2750	1	round1_batch0_worker1	749	2	1_0_t749	0
2751	1	round1_batch0_worker1	750	0	1_0_t750	0
2752	1	round1_batch0_worker1	751	1	1_0_t751	0
2753	1	round1_batch0_worker1	752	0	1_0_t752	0
2754	1	round1_batch0_worker1	753	0	1_0_t753	0
2755	1	round1_batch0_worker1	754	0	1_0_t754	0
2756	1	round1_batch0_worker1	755	2	1_0_t755	0
2757	1	round1_batch0_worker1	756	2	1_0_t756	0
2758	1	round1_batch0_worker1	757	2	1_0_t757	0
2759	1	round1_batch0_worker1	758	0	1_0_t758	0
2760	1	round1_batch0_worker1	759	0	1_0_t759	0
2761	1	round1_batch0_worker1	760	0	1_0_t760	0
2762	1	round1_batch0_worker1	761	0	1_0_t761	0
2763	1	round1_batch0_worker1	762	0	1_0_t762	0
2764	1	round1_batch0_worker1	763	0	1_0_t763	0
2765	1	round1_batch0_worker1	764	0	1_0_t764	0
2766	1	round1_batch0_worker1	765	0	1_0_t765	0
2767	1	round1_batch0_worker1	766	0	1_0_t766	0
2768	1	round1_batch0_worker1	767	1	1_0_t767	0
2769	1	round1_batch0_worker1	768	2	1_0_t768	0
2770	1	round1_batch0_worker1	769	1	1_0_t769	0
2771	1	round1_batch0_worker1	770	0	1_0_t770	0
2772	1	round1_batch0_worker1	771	0	1_0_t771	0
2773	1	round1_batch0_worker1	772	0	1_0_t772	0
2774	1	round1_batch0_worker1	773	0	1_0_t773	0
2775	1	round1_batch0_worker1	774	2	1_0_t774	0
2776	1	round1_batch0_worker1	775	0	1_0_t775	0
2777	1	round1_batch0_worker1	776	1	1_0_t776	0
2778	1	round1_batch0_worker1	777	0	1_0_t777	0
2779	1	round1_batch0_worker1	778	0	1_0_t778	0
2780	1	round1_batch0_worker1	779	0	1_0_t779	0
2781	1	round1_batch0_worker1	780	0	1_0_t780	0
2782	1	round1_batch0_worker1	781	0	1_0_t781	0
2783	1	round1_batch0_worker1	782	1	1_0_t782	0
2784	1	round1_batch0_worker1	783	0	1_0_t783	0
2785	1	round1_batch0_worker1	784	0	1_0_t784	0
2786	1	round1_batch0_worker1	785	0	1_0_t785	0
2787	1	round1_batch0_worker1	786	1	1_0_t786	0
2788	1	round1_batch0_worker1	787	0	1_0_t787	0
2789	1	round1_batch0_worker1	788	0	1_0_t788	0
2790	1	round1_batch0_worker1	789	0	1_0_t789	0
2791	1	round1_batch0_worker1	790	1	1_0_t790	0
2792	1	round1_batch0_worker1	791	0	1_0_t791	0
2793	1	round1_batch0_worker1	792	0	1_0_t792	0
2794	1	round1_batch0_worker1	793	0	1_0_t793	0
2795	1	round1_batch0_worker1	794	1	1_0_t794	0
2796	1	round1_batch0_worker1	795	1	1_0_t795	0
2797	1	round1_batch0_worker1	796	1	1_0_t796	0
2798	1	round1_batch0_worker1	797	0	1_0_t797	0
2799	1	round1_batch0_worker1	798	0	1_0_t798	0
2800	1	round1_batch0_worker1	799	0	1_0_t799	0
2801	1	round1_batch0_worker1	800	0	1_0_t800	0
2802	1	round1_batch0_worker1	801	1	1_0_t801	0
2803	1	round1_batch0_worker1	802	0	1_0_t802	0
2804	1	round1_batch0_worker1	803	0	1_0_t803	0
